#	Adaptation	Invocation10e6
Binding10	0.29	2130.98
BInding100	2.94	2130.98
Binding1000	24.02	2130.98
Binding5000	157.12	2130.98
Javassist10	44.26	5.48
Javasist100	424.20	5.48
Javassist1000	4968.84	5.48
Javassist5000	65804.26	5.48
